price,created_at,delivery_status
105.11,1625885869194,2
101.07,1624186781692,1
80.01,1620734966702,1
51.37,1629496485445,3
33.59,1627683194949,2
232.41,1624924071839,2
53.65,1626134879035,2
66.54,1622196302312,3
67.57,1630057312404,1
169.66,1621403868812,1
100.92,1627224915309,1
49.19,1621233374363,2
143.64,1627631274441,2
30.74,1629077520093,1
73.9,1620673388403,3
104.16,1626148933952,3
19.57,1624411218846,2
266.79,1632805974313,1
63.25,1631102974788,3
96.62,1630360649936,3
157.46,1632276246147,3
138.23,1629181454685,3
75.85,1623493777314,2
33.31,1629608165203,3
122.46,1627808413316,3
74.18,1628217716873,3
7.07,1621790891514,2
185.17,1629162265591,1
76.2,1622273905699,1
6.82,1630706705993,2
44.81,1622855003531,2
106.14,1630505723614,1
8.38,1630502669417,3
85.37,1629246970426,1
182.71,1631842542989,1
166.45,1630404033285,1
204.34,1630713896697,2
122.15,1621398979147,3
43.67,1620749823078,1
82.43,1633786582987,2
49.81,1628773172284,1
103.64,1631641094170,1
41.87,1621752615776,1
17.75,1627950643455,3
11.46,1620971664922,2
89.04,1631877396040,2
56.82,1626008668546,1
61.5,1621404439499,3
108.94,1621562825716,3
74.07,1623755761651,3
70.97,1630974640426,3
20.07,1629300301909,1
100.37,1629354209586,2
48.15,1630702597175,3
63.35,1623301989339,1
23.66,1620459677121,3
22.8,1620671508190,1
69.01,1630221623551,3
124.26,1628323172921,2
139.62,1629262580244,3
146.46,1624154111656,2
59.02,1631774132011,2
13.33,1627816330874,1
141.26,1623864681205,1
115.99,1630469468698,1
95.51,1631145461554,3
191.02,1621143392333,2
105.04,1622567009012,2
8.69,1631499101197,2
242.62,1620357029757,2
2.67,1631847003541,3
83.76,1633546173209,1
175.8,1630947111319,2
156.02,1627848384526,3
17.02,1633149323183,3
103.68,1622476005758,3
215.44,1629544395903,3
61.6,1631507810099,3
244.88,1633829740751,1
39.73,1628477179925,2
107.99,1627137090716,2
284.46,1620984845796,2
86.19,1631520975719,2
1.76,1628479538523,1
149.0,1631835819012,2
137.24,1622586769453,1
11.59,1633094514028,3
12.54,1619951783174,1
41.77,1629990801958,1
13.8,1633422570999,3
82.92,1622595377185,2
105.58,1630148620958,2
49.47,1627038484184,2
24.27,1626360518448,1
194.98,1628425190196,2
74.63,1629025573555,1
8.1,1621575737947,3
100.34,1623188282579,2
53.54,1632774959170,1
42.28,1631246663935,2
42.13,1626653795237,1
65.56,1620885701480,2
137.64,1624839634485,1
99.1,1623081510669,1
61.14,1628571302430,1
51.42,1631377094308,1
264.48,1626332049606,3
114.05,1621509309354,2
75.03,1631100662504,2
88.62,1620056768728,3
115.49,1632324098884,2
113.89,1621987131609,1
96.71,1620057950082,2
225.1,1629536456101,3
140.18,1627247398487,2
2.24,1621983356056,3
40.63,1624201262525,3
155.48,1628283437417,3
106.81,1620767085873,1
22.89,1629384268650,3
138.32,1627318587392,1
85.99,1630720865300,3
214.35,1630964754361,2
231.84,1625267195043,3
3.61,1630088090104,3
196.43,1631339574543,3
111.03,1627857808260,1
47.51,1626427424504,3
169.14,1627008553361,3
45.99,1632836252903,1
29.03,1626603675964,3
217.28,1620458354397,2
45.88,1631009424699,1
103.35,1625306646319,1
130.55,1624834858828,2
63.47,1633103757329,3
149.02,1629767165086,3
2.85,1622031759809,3
100.27,1627722445667,1
55.34,1622320974619,3
105.71,1625429968634,2
39.84,1630211503620,2
132.13,1620831483967,1
83.28,1631866737430,1
9.47,1623625712387,1
9.28,1631789105704,3
56.64,1623826013475,3
14.82,1622966770609,3
94.45,1621897370764,1
71.4,1623979158135,3
81.92,1628563969073,1
10.57,1623109950736,1
16.73,1632715012056,2
131.26,1632856610663,3
154.9,1622856730170,1
21.81,1620392459930,1
163.59,1622907538631,1
61.38,1620167809781,1
139.8,1630496754923,2
146.36,1626434304683,1
340.0,1621176186212,2
120.21,1632613632113,1
101.34,1622747461084,1
75.94,1630523993817,3
11.77,1628306568510,2
76.7,1623413178605,2
54.79,1621017931126,2
22.21,1628677658380,1
47.79,1629612997788,1
10.98,1627554180092,3
29.47,1629527764928,1
156.2,1633187428785,2
24.02,1626150906777,2
24.29,1623248756663,3
110.3,1626817230311,2
223.62,1632687482322,3
175.85,1626787107837,3
12.39,1620950825220,1
7.03,1627044346788,3
85.77,1630403904463,1
71.18,1620084109777,2
48.82,1625964159814,1
168.61,1631393419652,1
158.75,1619854478859,3
68.74,1628443719475,2
167.47,1625447449056,1
70.99,1621368398825,2
106.48,1624347045403,1
211.94,1625755044764,1
179.8,1633881529799,2
84.94,1628157383191,3
60.93,1630315490541,1
42.61,1631561781662,2
159.44,1632955809528,3
36.45,1631807973067,3
34.62,1633691550446,1
28.82,1621761741841,1
71.57,1630717982673,1
106.16,1632290604901,2
154.79,1630103605210,3
109.46,1632933823805,3
14.04,1629345959850,1
1.38,1627592156422,3
8.92,1626306740584,1
26.24,1619878524441,1
51.67,1625980004793,1
154.07,1626097969472,1
211.49,1620879111673,3
59.14,1621356169492,1
13.94,1623256831721,3
27.97,1624150752986,3
34.82,1621438375511,3
199.59,1630253622442,2
97.07,1627261313459,1
122.89,1625013603582,1
236.43,1631098130902,1
167.89,1625412814195,3
149.47,1628006424569,3
21.7,1627650032366,3
193.43,1623281535754,2
29.07,1630733524248,1
30.76,1631339194627,3
149.33,1620910065688,2
25.96,1625706843108,1
115.66,1631036330664,1
8.59,1623385478019,2
16.77,1625175487248,3
77.2,1621045546440,3
123.22,1620345187928,2
109.38,1624764012715,1
43.89,1624183485344,3
9.36,1626458085242,3
12.05,1624463151973,3
74.69,1629549966208,2
46.26,1624324731142,1
78.61,1627573159787,2
141.66,1633241511210,1
171.54,1633236163728,2
89.05,1627424803392,3
121.65,1625567402597,3
77.4,1620485618874,2
67.73,1625361046689,2
219.36,1630658741313,1
166.11,1624930462495,1
143.51,1628747712992,2
22.68,1630293444399,2
60.47,1628232654665,1
111.41,1620647842387,3
127.87,1626887105409,2
110.87,1623913115424,1
144.8,1632152496244,3
17.6,1626938576461,2
129.61,1632485197349,1
0.02,1626165105195,3
87.17,1628301795807,1
200.62,1626477047303,1
17.5,1628017319169,1
150.77,1628229607886,1
61.71,1632089719430,1
56.84,1628728635966,3
18.37,1626792837982,2
75.11,1621712228387,3
36.52,1626429821884,1
100.27,1632529306250,1
115.71,1622339036335,1
9.03,1627172475830,3
177.56,1627279531279,3
17.48,1627114858850,2
97.25,1628599417701,1
43.95,1626767248585,2
24.12,1619987683248,2
68.03,1623278004232,1
124.95,1624126833140,1
143.31,1630197456757,3
64.79,1623918413181,3
87.75,1627860392241,1
142.54,1621927966850,2
49.2,1633585921549,2
102.06,1628790084517,3
89.85,1633099456891,3
171.12,1624269000420,3
116.19,1620641720436,3
89.65,1628236258204,2
13.45,1630517155340,2
14.14,1632607897568,3
1.45,1633051938092,1
61.02,1630606926236,2
36.77,1620912395851,3
96.93,1621386657998,3
89.42,1623159747724,1
75.11,1632713155152,1
58.42,1631148136259,1
23.42,1622639413768,3
123.09,1627842102093,2
106.6,1620800646579,1
201.03,1620941883736,3
23.9,1621497971812,3
128.82,1628271459031,1
102.13,1622962195458,2
55.16,1619847495711,1
41.22,1625034130302,2
34.11,1627732711530,3
25.04,1624908086199,2
68.38,1622572278565,1
78.27,1632611909716,1
153.27,1631001094091,1
10.94,1626878877130,2
8.93,1628301607928,1
67.73,1620852989933,1
99.32,1625262385412,3
26.76,1630706002323,3
83.39,1631727470839,3
36.55,1629321569381,3
53.69,1625100486726,2
165.69,1631248484587,3
23.66,1620541530470,1
6.94,1632177009921,3
1.78,1632053774686,2
18.84,1627862753356,3
106.46,1624507295209,1
70.77,1633364002670,2
196.46,1631878046906,2
3.44,1629299736396,2
6.94,1621955075785,1
17.26,1632965894177,1
66.13,1620123818061,1
163.39,1623800905292,2
191.61,1629402070749,2
108.26,1627493143163,3
94.39,1624222892322,2
68.84,1630515639676,1
3.55,1628008746197,3
103.03,1622320191535,3
125.88,1627428124929,3
85.67,1627688155902,2
17.7,1626524947543,2
61.31,1625501232619,3
214.49,1629782038778,1
39.86,1622797329408,2
104.0,1625340544894,1
62.23,1624912577329,1
82.56,1627499261182,1
47.78,1622731114247,1
99.45,1622990480600,2
29.49,1622874545064,2
162.75,1626254842301,2
127.82,1625859212246,2
79.92,1626109966160,1
35.86,1633589546604,2
175.24,1628337142572,3
63.06,1632435936707,3
69.63,1627557338048,2
136.8,1623809623550,1
85.58,1629073741914,2
154.23,1628571903672,1
50.67,1621148989041,1
94.31,1631111213874,2
127.6,1631160888876,1
52.2,1632319019012,1
91.26,1619837159838,2
9.35,1632372896824,1
9.19,1629886992683,1
118.14,1629208499343,1
72.35,1631640050292,2
50.96,1632659778271,3
37.57,1627572691764,1
107.03,1626266943060,1
51.59,1631787866831,2
24.31,1624495046102,3
147.79,1627856840988,1
17.64,1625359115071,1
79.3,1620256808061,3
162.31,1630249770588,3
90.29,1622481546094,3
62.55,1625431483470,1
26.48,1633568300543,2
16.98,1629866668894,1
145.14,1631706924859,2
54.11,1629232094610,2
75.14,1629433923982,2
2.61,1625649365813,1
22.17,1621427572493,2
58.59,1632350476301,1
246.67,1626416590797,2
69.48,1630886625421,2
130.74,1621457000009,3
13.87,1629568472104,1
84.02,1628633898082,3
271.9,1621587842401,1
38.5,1625449807014,2
257.45,1632916161038,3
117.86,1620538495090,3
64.75,1628117829308,3
141.41,1632995987145,1
68.56,1629248121746,3
44.51,1626289208779,1
8.34,1630828794940,3
86.27,1626556063526,2
40.11,1625494868414,3
96.47,1626408289327,3
32.15,1626425282339,2
30.5,1628472097765,1
51.62,1622967481622,1
4.65,1629791601034,2
105.6,1633621445972,2
91.62,1624650509086,1
226.94,1622492005808,2
10.94,1623522958321,2
184.59,1622408884179,1
100.23,1624523759903,2
52.75,1620556640338,2
77.5,1623893375040,1
8.56,1620600435339,1
26.74,1627910056547,1
98.16,1627130209099,2
117.09,1630938208147,3
26.93,1623324603827,1
47.27,1620949097468,3
107.48,1624544594119,2
109.9,1632313063284,3
18.13,1622208441742,3
15.89,1620385176528,2
100.97,1628496230681,1
128.84,1626631360949,2
81.41,1622751335040,3
165.13,1623473139363,1
44.11,1624425245468,1
66.22,1633909743138,1
23.14,1622171576525,1
154.37,1631510625352,1
19.36,1625399272073,2
122.43,1620355676992,1
95.54,1626453661456,1
99.29,1619988685786,3
34.9,1632811168428,1
148.51,1633431261943,3
25.23,1622402195222,2
43.97,1629818401777,3
98.05,1619880491625,1
89.62,1628669391723,2
55.12,1620343245684,2
73.42,1622730065925,3
10.97,1626446346821,1
88.18,1622384113730,1
119.63,1631559515900,3
59.08,1629001224889,1
102.45,1628887255053,1
133.17,1621117549369,1
124.1,1627772229093,3
18.71,1630494402571,1
67.44,1620300595865,3
105.73,1625456600501,2
7.38,1628180668845,3
77.11,1629852431042,2
91.58,1624741548503,2
221.42,1620336716790,1
81.8,1627528190247,1
1.2,1621479713929,3
103.71,1621737391059,3
99.06,1626721946147,3
110.95,1626420071160,3
130.03,1632898869933,3
77.98,1626387838301,1
86.64,1630715843864,2
70.55,1622520026692,3
66.25,1629434524548,3
2.49,1626908372847,1
41.1,1625762103414,1
11.12,1633124354265,3
2.45,1622939643270,2
94.63,1628785555648,3
92.66,1623147079487,3
42.01,1632653198604,3
27.93,1632847212989,3
70.53,1626797813253,1
106.88,1628695054555,3
101.64,1626066190563,2
34.66,1623891890032,1
113.57,1623700642371,2
109.64,1627371064710,1
32.05,1625785111642,3
171.51,1620839256193,2
219.51,1633664685916,1
158.98,1633073262361,3
29.4,1630800540704,2
58.83,1620397738261,2
39.43,1624034010455,2
64.2,1622924867000,3
91.13,1628898654258,1
206.67,1629876017327,2
46.48,1623684339282,3
134.15,1632709129815,3
46.05,1630999620935,3
229.62,1626209907936,2
130.56,1633047778979,1
39.96,1622868173674,2
36.52,1632768399419,3
0.63,1628660132625,2
22.06,1624641588101,1
166.66,1625154526428,1
108.9,1629117727445,2
92.66,1624452741862,3
29.55,1622996806726,1
159.66,1630612453772,3
124.57,1628367415379,2
41.79,1632607771577,1
18.02,1628088149394,3
74.06,1633916151042,1
135.34,1629241555171,3
27.84,1631386867907,2
126.48,1624119409845,3
74.34,1630175083408,1
10.27,1627375604856,1
127.92,1622454714207,1
14.59,1622326924239,3
78.61,1619948909668,1
107.79,1631903138047,1
19.65,1632974217225,1
6.52,1627471141471,3
0.5,1624107300947,3
5.51,1628007388065,1
97.3,1628508484362,1
153.67,1624759816803,3
171.99,1623174825013,2
33.68,1631914645547,1
130.55,1625730240739,3
101.33,1625370566186,1
70.62,1622694541716,2
172.25,1630458832074,3
23.4,1626942668102,2
146.15,1632233046017,3
125.53,1625949661615,1
19.93,1631911195835,1
144.62,1628789557460,1
97.26,1628450315353,2
7.99,1624635391474,1
36.67,1627515000486,3
54.23,1632870591874,1
167.37,1623381570454,1
179.66,1633202137843,1
132.07,1629105482941,3
16.78,1632505536491,2
231.29,1629149992653,1
56.69,1621774532815,1
44.14,1623519675053,2
59.71,1633900021188,2
65.84,1629023429680,2
94.91,1626222938437,1
169.18,1627558372430,2
82.87,1633487555309,1
39.38,1621319440044,1
198.47,1629798826287,1
62.53,1629038116634,3
33.15,1622448546363,3
41.96,1630199183971,3
21.06,1623292171677,1
106.59,1621224600454,3
108.55,1629850240384,3
24.44,1629315925091,3
128.32,1627011430967,1
40.84,1623039197248,1
57.62,1621354785323,2
44.39,1623853991924,3
124.17,1620240759036,2
153.86,1627962886253,1
77.06,1626326708035,3
8.36,1625930580130,3
64.51,1627294593440,1
106.63,1631794849189,2
103.82,1621383446066,1
83.66,1620269027458,2
188.35,1628764181928,1
16.29,1620597031436,3
80.46,1627693848510,1
4.97,1628910721058,2
55.29,1630827750030,1
8.71,1626570192423,1
105.43,1623582799118,2
116.31,1620089118768,2
33.94,1620322299108,2
78.82,1625634796577,3
112.61,1628807240210,1
33.72,1625553921078,2
45.84,1625016901881,3
28.91,1622389866762,3
49.72,1620919630539,3
22.9,1627689459583,2
166.37,1629989289962,1
100.26,1628737202357,1
118.73,1633196458983,2
94.15,1622876886393,1
70.26,1631754374826,1
85.15,1629890239975,3
110.83,1627403553768,1
28.58,1621442597885,2
108.05,1623669595318,1
133.78,1633063969083,1
257.03,1624153777750,2
20.88,1626786896812,1
44.24,1623635322241,3
107.32,1620949884652,3
66.15,1622345284970,2
61.63,1630721267406,1
145.81,1624228372252,1
34.95,1625900953138,1
45.14,1627388988337,3
184.66,1628525230165,3
97.95,1620853860827,1
236.63,1627770672455,2
171.12,1631667868619,3
126.29,1632496190923,1
31.33,1620408944685,3
86.85,1621337081010,1
268.17,1627027932677,2
2.28,1627795200034,3
21.02,1620959345246,2
39.95,1625133916227,3
214.67,1630462796380,3
147.96,1630008095274,2
75.71,1623419692358,3
0.95,1624648418217,1
335.26,1631281222559,3
12.12,1625106901415,1
3.44,1627917534435,3
18.62,1627059126483,2
47.1,1626170513412,3
7.48,1627609741243,3
105.28,1622215262241,2
1.04,1630845678382,2
5.71,1631065801729,2
161.66,1630413074613,1
50.06,1626267214323,2
35.45,1623758138550,3
6.31,1621791995426,3
41.38,1628281144703,2
236.12,1627743096999,3
7.42,1630039130506,2
35.75,1633936267909,2
111.33,1628791818787,1
124.93,1630206111210,1
170.91,1627282425045,1
238.55,1624024092226,2
156.25,1627814427850,3
99.53,1624480962920,1
57.21,1630866741012,3
76.71,1621954311010,2
11.38,1629435678136,3
93.74,1624806327143,3
60.03,1619970557839,2
142.34,1632826927485,1
242.18,1625284453848,1
165.98,1624334963535,3
103.5,1624013002897,1
0.03,1632663942228,2
320.19,1633125650660,3
5.74,1633632217190,1
131.71,1632922551832,2
38.49,1619967663903,1
34.14,1629953035981,2
111.02,1629032193627,3
129.54,1624937283617,2
133.92,1620691656517,2
25.76,1625671208511,1
123.95,1629416059148,2
42.62,1632895751254,3
22.68,1632248333959,2
98.42,1622404752885,1
48.59,1626946623572,2
41.43,1633149119539,1
157.75,1629057367561,1
94.09,1629860937688,3
139.55,1628792540964,3
1.64,1627505921516,3
16.89,1622919130547,3
85.33,1629956188192,3
110.18,1629356025630,1
44.56,1632792202977,3
114.28,1630991797523,2
46.84,1630531784290,3
34.19,1633133246895,1
135.35,1632305429627,1
69.17,1622259619141,1
40.0,1630528471482,2
93.58,1625847547593,1
91.74,1622576460477,3
35.52,1627483432647,1
231.63,1631713855905,2
134.26,1624632372805,2
133.67,1629848063192,1
46.43,1622707460344,2
133.36,1629429837239,3
30.93,1619995809358,1
121.96,1631240636598,3
166.37,1632022979691,2
84.51,1631817013715,3
29.47,1631806539651,1
64.15,1624367609202,1
4.69,1630996216856,3
14.93,1626014725156,2
7.6,1623681443395,3
49.45,1621372838012,3
37.5,1633006861064,3
47.64,1629891723740,1
130.1,1628060120146,3
125.28,1628301915971,3
175.14,1629230949321,2
42.72,1629446838634,3
162.07,1633231500398,1
15.76,1629038642363,3
81.4,1622383827752,3
9.63,1631633698820,1
174.99,1628790288167,3
250.57,1625920100082,3
40.07,1624002217967,2
77.52,1627650552146,1
151.06,1632900228891,1
95.8,1627733004194,2
94.21,1628173753655,1
160.1,1625161163850,3
255.51,1625627970145,1
103.74,1633225407148,3
37.18,1627058909880,1
137.79,1631434394788,3
16.84,1629592731290,3
89.23,1620334886226,2
31.16,1633725783517,2
50.74,1622230260304,2
88.72,1625051296196,3
190.97,1629973267631,1
121.79,1622450032474,2
71.82,1625998233426,2
128.11,1626281949509,2
48.39,1628617788712,3
44.21,1628896883651,3
121.46,1632904303940,2
126.84,1633778083561,1
39.73,1633148850683,3
213.24,1633155854678,1
96.7,1627549491014,3
87.54,1621712747099,2
99.09,1621793601014,1
89.06,1630574613207,2
196.59,1628906187375,1
43.36,1631186008917,1
56.84,1629306194428,2
94.72,1629958244983,3
60.55,1629109837764,1
51.44,1622393768248,3
187.83,1624845288882,1
27.09,1620962296933,1
43.38,1633748042206,3
99.95,1625475079677,1
36.66,1626997274263,1
14.72,1626480919115,2
113.23,1627097189422,3
72.54,1620917679046,3
143.77,1630207241253,1
71.2,1622414914577,1
3.71,1626121422798,2
185.21,1631084787672,3
0.87,1621465847090,2
168.68,1630546469498,2
89.68,1620064980193,1
32.11,1630285276916,1
166.99,1625749341263,1
35.89,1623204656695,3
121.35,1630145285217,1
23.32,1627422399798,2
127.27,1627875041949,3
116.21,1630723454615,1
147.18,1631011532066,2
211.58,1623357832959,2
180.66,1624686596098,1
96.21,1626019743605,3
8.61,1625695414193,3
109.15,1620679889255,3
78.09,1633293570226,2
40.15,1623424066618,1
154.3,1621926625876,1
115.0,1626480903786,3
24.2,1626541006135,3
49.22,1629991192847,1
7.26,1633676974019,2
75.41,1620759692012,3
17.78,1632347939779,1
64.27,1622411180612,3
72.59,1631174512105,2
186.79,1623162842109,2
11.56,1622077929658,1
64.91,1629124815102,2
171.42,1624914756671,2
88.24,1619851018929,2
217.77,1626037169006,3
212.71,1630727897158,1
117.13,1632277371267,3
36.94,1622624755754,2
77.73,1625507280979,3
88.59,1624156576737,2
4.03,1628138292395,2
113.92,1627295009615,2
2.24,1624882340251,3
105.63,1620512369556,2
109.1,1630237388457,2
47.94,1633608072792,2
106.96,1627052666164,2
13.67,1624191291985,3
175.2,1626020075606,1
152.0,1623930486300,3
15.94,1624001336590,2
109.49,1622529440271,3
118.69,1624891956033,3
36.42,1623223142856,1
190.21,1627527558920,3
149.17,1630289372548,1
75.04,1630695158541,1
151.48,1626046705102,2
104.32,1626156734154,3
262.0,1631439183620,2
107.87,1626213083821,2
117.28,1620656064569,1
104.08,1626927143797,1
85.87,1631663649123,1
113.71,1621843447001,2
12.17,1624999290520,3
217.55,1628727545504,3
13.82,1622077029529,1
38.53,1627562281591,3
270.89,1620573557907,3
93.31,1632558480624,1
85.07,1629975874967,2
41.25,1624841327617,1
97.97,1629888613875,3
73.19,1623898794007,1
131.49,1628882980717,1
153.64,1633819670055,1
10.18,1632282887698,2
119.86,1622328260153,2
32.91,1628692903540,2
7.43,1630131794503,2
81.82,1620824002909,1
93.41,1628326777720,3
6.19,1632177535700,1
247.15,1631954957122,2
108.46,1622205247234,1
105.16,1633552771775,1
40.65,1632828162768,3
147.29,1632046379686,2
31.19,1630561772123,2
142.0,1620446943259,3
94.3,1631567385140,1
15.29,1630287643171,1
95.23,1628149715237,1
174.91,1623549585048,3
159.02,1630260229625,2
57.14,1620046368475,2
90.79,1623717302167,1
78.66,1625059182697,1
99.36,1628124298378,1
65.85,1628421058422,1
135.47,1626536451435,3
93.17,1622332925210,2
117.19,1627914574164,2
121.09,1621209808425,3
0.18,1621644186812,1
53.24,1626142092819,3
102.09,1629680070215,3
10.1,1626441072962,1
57.71,1620299278166,3
75.53,1620497452517,3
82.9,1621568698330,2
128.08,1631648551751,1
162.98,1626932977564,2
92.81,1629253091287,1
29.71,1624072649509,1
136.01,1632346375599,1
135.15,1622223630474,3
3.16,1621644673329,3
267.51,1627072982886,3
93.71,1627243568810,3
239.44,1633000888666,1
55.03,1623307643963,2
77.2,1627488551198,3
62.03,1628143984086,3
30.19,1630095078211,2
18.55,1625961272811,2
117.42,1620031103858,3
57.64,1622860101252,2
50.93,1625248323737,3
24.24,1620036316199,2
119.84,1624571896254,2
46.6,1632677671790,1
55.58,1633132154774,1
58.96,1625487203400,1
121.59,1633611034713,1
5.3,1632928477225,2
132.53,1623660447926,1
29.57,1631654297748,2
162.86,1627663961296,2
51.13,1628528901570,3
88.17,1625887064341,2
87.07,1623419288104,1
144.83,1622162685939,3
221.0,1620560997539,1
24.23,1621866634053,3
88.11,1623196414433,2
71.63,1632776326469,2
3.56,1633058570600,3
43.31,1633301616716,3
50.81,1631732112101,1
178.95,1623479598512,3
16.74,1626522252908,3
74.97,1629805578539,3
100.55,1626593621375,1
81.55,1629282249454,2
113.16,1631747314501,2
112.56,1620118229645,3
48.73,1632400547832,1
43.02,1631133721528,1
100.08,1629656777595,2
1.8,1627490852954,3
121.03,1630641841128,2
184.0,1629275899823,1
80.05,1633912421625,2
83.49,1621911316886,1
22.96,1624490226968,1
145.23,1621876287687,3
25.52,1622832941606,2
110.56,1629848862868,3
33.91,1628475424173,2
210.9,1631685127873,2
127.93,1627171619313,3
28.83,1628604773638,1
55.78,1626924014632,2
7.94,1632305322608,1
178.64,1619934577391,2
40.0,1630083471861,2
44.16,1632938031650,3
1.89,1631552650862,3
42.28,1621835855258,2
203.71,1630611542248,1
148.47,1632080080137,1
157.05,1624824521065,2
4.42,1624431556348,2
93.23,1623114474783,3
113.47,1633179819052,3
35.56,1621438415026,1
1.3,1630663081587,2
152.97,1627493354836,3
71.09,1627269227957,1
17.2,1622247976331,3
119.44,1630869465923,1
197.03,1625914720566,3
135.21,1623725755373,1
186.27,1626642305925,3
40.73,1629545767775,1
160.81,1623564917316,2
130.57,1625209387274,1
150.42,1624553091472,3
89.1,1631155603228,1
3.41,1621172039675,2
84.12,1625354826038,1
147.7,1623443220429,3
228.18,1629433850937,3
70.41,1624828494658,2
29.72,1624718381440,1
231.42,1622917689895,2
45.9,1622593181294,1
75.11,1630201550382,3
90.14,1624713793566,2
89.1,1632846016359,1
149.67,1630284451809,2
0.46,1632264107604,1
47.23,1620792133362,3
60.49,1632279478506,1
112.46,1628524288952,2
83.69,1624307089673,3
108.69,1622920618892,1
168.49,1629951293037,1
79.2,1627925388438,2
348.87,1633538337546,1
110.79,1620493726330,1
108.05,1628142023734,3
90.5,1627469564762,3
62.95,1622046807706,2
47.1,1629434431594,1
40.84,1630719713603,3
77.46,1632383802107,1
36.76,1620923882353,3
88.08,1627451657185,2
33.99,1620331350207,1
114.78,1629827220281,3
39.97,1623730567064,3
267.77,1620704285619,3
96.08,1632609599183,1
59.38,1631019705637,3
73.15,1626912325622,2
37.68,1626939393362,2
69.79,1631220005157,1
71.93,1632490801920,1
168.58,1620131702575,1
34.28,1629790076219,3
179.48,1625595121094,1
72.75,1633922517797,1
223.09,1632209728555,3
24.22,1624069388274,3
35.24,1625567393705,3
175.45,1623930903896,3
127.18,1624814767317,1
136.35,1625319047023,1
60.45,1627612263194,3
135.46,1629215640725,1
138.56,1624096318181,3
161.12,1620653752062,3
60.23,1621162382004,1
284.57,1631149219641,2
5.73,1628226311159,1
30.85,1623422970071,2
132.5,1620951354961,3
1.55,1629148967302,3
18.35,1621740417768,1
80.57,1623586337918,1
0.92,1629219795828,2
4.27,1621800621102,1
71.01,1623565511518,1
31.64,1628580102942,3
1.48,1622779672666,3
35.61,1633143562868,1
186.68,1621947390607,3
108.64,1621433118962,1
26.06,1625739276797,2
114.91,1620104895197,3
183.63,1633537764997,3
45.01,1625630968716,3
1.54,1622279311702,1
7.09,1621075479839,3
34.14,1628087671592,2
3.46,1626041212996,1
192.65,1632195287265,3
66.59,1632997544611,3
26.2,1624036186345,3
25.06,1629198570514,3
174.59,1621317401089,3
205.48,1620835136003,2
152.05,1629786350058,1
197.9,1628268538914,3
112.91,1621146419203,2
168.15,1632595086059,1
205.95,1624177372644,2
43.63,1621620973322,2
70.66,1622485384284,3
127.15,1621501200309,2
127.62,1621224438365,2
166.78,1630772597609,1
17.2,1626948163354,2
36.63,1626122342992,2
91.25,1629455310758,3
66.82,1626444572830,3
6.84,1624431959074,2
17.59,1624274908027,3
121.88,1622764049009,3
76.41,1630971375864,3
219.28,1622955227729,3
183.48,1620912092066,2
61.36,1627729466050,3
7.23,1632774672626,1
185.95,1622202761181,3
87.79,1623329766707,2
13.33,1622596710150,2
75.36,1620502651789,2
4.44,1625802359031,3
36.13,1623654070246,3
48.56,1626244597875,2
11.85,1626482108446,1
240.14,1625850905491,2
26.32,1633233384473,1
122.2,1631107242366,1
74.44,1627658958249,3
0.49,1628888751482,1
41.87,1623187277526,2
1.72,1628247037158,2
73.99,1625929988948,2
162.24,1625981961331,1
48.21,1632544688713,3
93.45,1629556587194,2
139.45,1619982314191,3
99.85,1626693797315,1
144.47,1632823819450,1
16.04,1630851010759,2
29.71,1630546541842,3
99.55,1631015459217,2
107.16,1631720094107,1
54.37,1628420233241,2
57.93,1626872132465,1
111.33,1631981182533,1
212.44,1624217273133,3
92.73,1619844568719,1
128.79,1629176026317,3
41.17,1624786003878,3
1.03,1625365973326,2
122.66,1628316505486,3
128.28,1628923123921,3
140.7,1632047707886,3
83.6,1624263379944,2
70.23,1632903255821,2
79.85,1629719360887,2
98.76,1623432651234,3
15.86,1633116392651,2
73.41,1621853994186,1
164.91,1623822622936,2
27.62,1627094681067,2
79.85,1621271518279,3
107.25,1630582456618,1
178.5,1633350219642,1
68.77,1633846568332,2
161.74,1633891756010,1
209.53,1621475159518,1
95.32,1632960501013,3
125.04,1629110337915,1
94.64,1630607279798,3
3.56,1620323684499,2
79.35,1630104782025,2
50.67,1621767586790,3
61.0,1621699573312,2
103.18,1629828011104,1
24.89,1632929517487,2
77.87,1621940652794,1
78.41,1628023350016,2
7.42,1631414324632,1
210.5,1627282305746,1
4.08,1629936914954,3
123.4,1627870839987,3
158.85,1633857913655,3
119.33,1631890964628,1
140.14,1624272774651,2
18.89,1626927089761,3
12.74,1625342433790,3
59.73,1628787086164,3
96.99,1628473145182,3
75.05,1623965185390,1
28.19,1626041651467,3
164.83,1626214594656,2
214.21,1620550933512,3
53.84,1629606513593,2
68.92,1621993664057,2
4.27,1619990170336,2
14.13,1633724573152,2
125.62,1631618118559,2
81.3,1627706921735,3
14.8,1631929436217,3
88.07,1629605734633,3
50.8,1622127366362,3
62.48,1632580937411,2
103.41,1631412040886,2
178.86,1623141259842,2
59.35,1623701687824,2
82.46,1625073377100,2
43.16,1622648581099,1
54.45,1631818819737,3
17.66,1627566701828,3
6.58,1627519357399,3
91.07,1631167177577,2
33.95,1622137408854,3
128.61,1623849325691,1
15.13,1623880468792,2
39.78,1629432027202,3
